gtin_upc,ingredients,description,brand_owner,brand_name,subbrand_name,branded_food_category
16000160798,"WHOLE GRAIN CORN, SUGAR, CORN MEAL, CORN SYRUP, HERSHEY'S COCOA PROCESSED WITH ALKALI, UNSWEETENED CHOCOLATE, CANOLA OIL, SALT, CARAMEL COLOR, RED 40, YELLOW 5, YELLOW 6, BLUE 1, TRICALCIUM PHOSPHATE, NATURAL FLAVOR, TRISODIUM PHOSPHATE. VITAMINS AND MINERALS: CALCIUM CARBONATE, VITAMIN C (SODIUM ASCORBATE), IRON AND ZINC (MINERAL NUTRIENTS), A B VITAMIN (NIACINAMIDE), VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B1 (THIAMIN MONONITRATE), VITAMIN A (PALMITATE), VITAMIN B2 (RIBOFLAVIN), VITAMIN B12, A B VITAMIN (FOLIC ACID), VITAMIN D3.",CEREAL,"General Mills, Inc.",HERSHEY'S KISSES,,Cereal
16000165885,"SUGAR, MALTODEXTRIN, CORN SYRUP, PEAR PUREE CONCENTRATE, PALM AND/OR PALM KERNEL OIL. CONTAINS 2% OR LESS OF: CARRAGEENAN, CITRIC ACID, MONOGLYCERIDES, SODIUM CITRATE, ACETYLATED MONOGLYCERIDES, MALIC ACID, XANTHAN GUM, VITAMIN C (ASCORBIC ACID), LOCUST BEAN GUM, POTASSIUM CITRATE, NATURAL FLAVOR, COLOR (RED 40, BLUE 1).","BERRY TIE-DIE FRUIT FLAVORED SNACKS ROLLS, BERRY TIE-DYE","General Mills, Inc.",FRUIT BY THE FOOT,,Candy
16000200067,"WHOLE GRAIN OATS, SUGAR, CORN STARCH, CORN SYRUP, SALT, TRIPOTASSIUM PHOSPHATE, NATURAL FLAVOR, BROWN SUGAR SYRUP. VITAMIN E (MIXED TOCOPHEROLS) ADDED TO PRESERVE FRESHNESS. VITAMINS AND MINERALS: CALCIUM CARBONATE, VITAMIN C (SODIUM ASCORBATE), IRON AND ZINC (MINERAL NUTRIENTS), A B VITAMIN (NIACINAMIDE), VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B1 (THIAMIN MONONITRATE), VITAMIN A (PALMITATE), VITAMIN B2 (RIBOFLAVIN), A B VITAMIN (FOLIC ACID), VITAMIN B12, VITAMIN D3.","FROSTED LEMON SWEETENED WHOLE GRAIN OAT CEREAL, FROSTED LEMON","General Mills, Inc.",CHEERIOS,,Cereal
16000200173,"WHOLE GRAIN CORN, SUGAR, CORN MEAL, CORN SYRUP, COCOA PROCESSED WITH ALKALI, MODIFIED CORN STARCH, CANOLA AND/OR SUNFLOWER OIL, CARAMEL COLOR, SALT, FRUCTOSE, BROWN SUGAR SYRUP, GELATIN, BAKING SODA, NATURAL AND ARTIFICIAL FLAVOR, RED 40, YELLOW 5 & 6, BLUE 1. VITAMINS AND MINERALS: TRICALCIUM PHOSPHATE, CALCIUM CARBONATE, VITAMIN C (SODIUM ASCORBATE), IRON AND ZINC (MINERAL NUTRIENTS), A B VITAMIN (NIACINAMIDE), VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B (THIAMIN MONONITRATE), VITAMIN A (PALMITATE), VITAMIN B (RIBOFLAVIN), A B VITAMIN (FOLIC ACID), VITAMIN B12, VITAMIN D3.","CHOCOLATEY SWEETENED CORN CEREAL WITH MARSHMALLOWS, MARSHMALLOWS","General Mills, Inc.",GENERAL MILLS,MARVEL STUDIOS,Cereal
16000202238,"WHOLE GRAIN CORN, SUGAR, RICE FLOUR, CORN SYRUP, COCOA PROCESSED WITH ALKALI, CANOLA AND/OR SUNFLOWER OIL, SALT, COLOR (CARAMEL COLOR, ANNATTO EXTRACT), BAKING SODA, NATURAL FLAVOR, ROSEMARY EXTRACT. VITAMINS AND MINERALS: TRICALCIUM PHOSPHATE, CALCIUM CARBONATE, VITAMIN C (SODIUM ASCORBATE), IRON AND ZINC (MINERAL NUTRIENTS), A B VITAMIN (NIACINAMIDE), VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B (THIAMIN MONONITRATE), VITAMIN A (PALMITATE), VITAMIN B (RIBOFLAVIN), A B VITAMIN (FOLIC ACID), VITAMIN B12, VITAMIN D3.","COCOA SWEETENED CORN PUFFS MINIS, COCOA","General Mills, Inc.",COCOA PUFFS,,Cereal
16000202535,"WHOLE GRAIN CORN, CORN MEAL, SUGAR, CORN SYRUP, MODIFIED CORN STARCH, DEXTROSE, CANOLA AND/OR SUNFLOWER OIL, SALT, TRISODIUM PHOSPHATE, GELATIN, RED 40, BLUE 1, YELLOW 6, NATURAL AND ARTIFICIAL FLAVOR. VITAMINS AND MINERALS: CALCIUM CARBONATE, TRICALCIUM PHOSPHATE, VITAMIN C (SODIUM ASCORBATE), IRON AND ZINC (MINERAL NUTRIENTS), A B VITAMIN (NIACINAMIDE), VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B1 (THIAMIN MONONITRATE), VITAMIN A (PALMITATE), VITAMIN B2 (RIBOFLAVIN), A B VITAMIN (FOLIC ACID), VITAMIN B12, VITAMIN D3.","SPIDERBERRY, BERRY FLAVORED SWEETENED CORN CEREAL WITH MARSHMALLOWS, SPIDERBERRY, BERRY","General Mills, Inc.",GENERAL MILLS,,Cereal
16000202818,"WHOLE GRAIN WHEAT, SUGAR, RICE FLOUR, CANOLA AND/OR SUNFLOWER OIL, FRUCTOSE, MALTODEXTRIN, DEXTROSE, SALT, CINNAMON, TRISODIUM PHOSPHATE, SOY LECITHIN, CARAMEL COLOR, NATURAL AND ARTIFICIAL FLAVOR, ROSEMARY EXTRACT. BHT ADDED TO PRESERVE FRESHNESS. VITAMINS AND MINERALS: CALCIUM CARBONATE, VITAMIN C (SODIUM ASCORBATE), IRON AND ZINC (MINERAL NUTRIENTS), A B VITAMIN (NIACINAMIDE), VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B (THIAMIN MONONITRATE), VITAMIN A (PALMITATE), VITAMIN B (RIBOFLAVIN), A B VITAMIN (FOLIC ACID), VITAMIN B2, VITAMIN D3.","CRISPY, SWEETENED WHOLE WHEAT & RICE CEREAL","General Mills, Inc.",TRES LECHES TOAST CRUNCH,,Cereal
16000206212,"CEREAL (WHOLE GRAIN CORN, SUGAR, RICE FLOUR, CORN SYRUP, COCOA PROCESSED WITH ALKALI, CANOLA AND/OR SUNFLOWER OIL, SALT, COLOR [CARAMEL COLOR AND ANNATTO EXTRACT], BAKING SODA, NATURAL FLAVOR, ROSEMARY EXTRACT. VITAMINS AND MINERALS: TRICALCIUM PHOSPHATE, CALCIUM CARBONATE, VITAMIN C [SODIUM ASCORBATE], IRON AND ZINC [MINERAL NUTRIENTS], A B VITAMIN [NIACINAMIDE], VITAMIN B6 [PYRIDOXINE HYDROCHLORIDE], VITAMIN B [THIAMIN MONONITRATE], VITAMIN A [PALMITATE], VITAMIN B [RIBOFLAVIN], A B VITAMIN [FOLIC ACID], VITAMIN B2, VITAMIN D3), GRANOLA BITES (WHOLE GRAIN OATS, SUGAR, CANOLA AND/OR SUNFLOWER OIL, DARK CHOCOLATE PIECES [SUGAR, CHOCOLATE LIQUOR, COCOA BUTTER, SOY LECITHIN, SALT, NATURAL FLAVOR], RICE FLOUR, HONEY, BROWN SUGAR SYRUP, SALT, COCOA, SOY LECITHIN, BAKING SODA, NATURAL FLAVOR), DRIED CHERRIES (CHERRIES, SUGAR, GLYCERIN).","COCOA PUFFSTM, DRIED CHERRIES, AND DARK CHOCOLATE GRANOLA BITES GO BOX CEREAL, COCOA PUFFS, DRIED CHERRIES, AND DARK CHOCOLATE GRANOLA BITES","General Mills, Inc.",COCOA PUFFS,,Lunch Snacks & Combinations
16000206236,"CEREAL (WHOLE GRAIN OATS, SUGAR, PEANUT BUTTER [PEANUTS, SUGAR, MONOGLYCERIDES, SALT], DEXTROSE, CORN STARCH, CORN SYRUP, CANOLA AND/OR SUNFLOWER OIL, SALT, COCOA PROCESSED WITH ALKALI, CARAMEL COLOR, TRIPOTASSIUM PHOSPHATE, NATURAL FLAVOR. VITAMIN E [MIXED TOCOPHEROLS] ADDED TO PRESERVE FRESHNESS. VITAMINS AND MINERALS: CALCIUM CARBONATE, VITAMIN C [SODIUM ASCORBATE], IRON AND ZINC [MINERAL NUTRIENTS], A B VITAMIN [NIACINAMIDE], VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE], VITAMIN B [THIAMIN MONONITRATE], VITAMIN A [PALMITATE], VITAMIN B2 [RIBOFLAVIN], A B VITAMIN [FOLIC ACID], VITAMIN B2, VITAMIN D3), GRANOLA BITES (WHOLE GRAIN OATS, SUGAR, CANOLA AND/OR SUNFLOWER OIL, DARK CHOCOLATE PIECES [SUGAR, CHOCOLATE LIQUOR, COCOA BUTTER, SOY LECITHIN, SALT, NATURAL FLAVOR], RICE FLOUR, HONEY, BROWN SUGAR SYRUP, SALT, COCOA, SOY LECITHIN, BAKING SODA, NATURAL FLAVOR), DRIED BLUEBERRIES (BLUEBERRIES, SUGAR, SUNFLOWER OIL).","CHOCOLATE PEANUT BUTTER CEREAL, DRIED BLUEBERRIES, AND DARK CHOCOLATE GRANOLA BITES GO BOX TRAYS, CHOCOLATE PEANUT BUTTER","General Mills, Inc.",CHEERIOS,,Lunch Snacks & Combinations
42800118455,"ENRICHED FLOUR (WHEAT FLOUR, NIACIN, FERROUS SULFATE, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), TOMATO PUREE (WATER, TOMATO PASTE), WATER, COOKED CHICKEN PIZZA TOPPING PORK ADDED (SAUSAGE MADE WITH CHICKEN PORK ADDED [MECHANICALLY SEPARATED CHICKEN, PORK, SALT, AND 2% OR LESS OF: SPICES, SUGAR, HYDROLYZED SOY AND CORN PROTEIN, MALTODEXTRIN (FROM CORN AND TAPIOCA), CARAMELIZED SUGAR, SOY FLOUR, YEAST EXTRACT, NATURAL FLAVORS], WATER, SOY PROTEIN CONCENTRATE, TEXTURED VEGETABLE PROTEIN [SOY FLOUR, CARAMEL COLOR], SODIUM PHOSPHATES), IMITATION MOZZARELLA CHEESE (WATER, PALM OIL, MODIFIED CORN STARCH, VEGETABLE OIL, RENNET CASEIN, SALT, SODIUM ALUMINUM PHOSPHATE, POTASSIUM CHLORIDE, CITRIC ACID, GUAR GUM, POTASSIUM SORBATE [PRESERVATIVE], SODIUM CITRATE, SODIUM PHOSPHATE, TITANIUM DIOXIDE [ARTIFICIAL COLOR]), VEGETABLE OIL, PEPPERONI SEASONED PORK, CHICKEN, AND BEEF PIZZA TOPPING (PORK, MECHANICALLY SEPARATED CHICKEN, WATER, SOY PROTEIN CONCENTRATE, SALT, CONTAINS 2% OR LESS OF: SPICES, DEXTROSE, PORK STOCK, LACTIC ACID STARTER CULTURE, BHA, BHT, CITRIC ACID), CONTAINS LESS THAN 2% OF: MODIFIED CORN STARCH, REHYDRATED FAT FREE MOZZARELLA CHEESE (WATER, SKIM MILK, CHEESE CULTURES, SALT, ENZYMES, CITRIC ACID), SUGAR, SALT, MODIFIED WHEY, DEFATTED SOY FLOUR, DRIED ONION, SPICE, METHYLCELLULOSE, POTASSIUM SORBATE (PRESERVATIVE), REHYDRATED ENZYME MODIFIED CHEESE (WATER, MILK, CHEESE CULTURES, SALT, ENZYMES), DEXTROSE, MALTODEXTRIN, TBHQ (PRESERVATIVE), NATURAL FLAVOR","COMBINATION PIZZA SNACKS, SAUSAGE; PEPPERONI","General Mills, Inc.",TOTINO'S,PIZZA ROLLS,Frozen Appetizers & Hors D'oeuvres
42800120137,"ENRICHED FLOUR (WHEAT FLOUR, NIACIN, FERROUS SULFATE, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), TOMATO PUREE (WATER, TOMATO PASTE), WATER, COOKED CHICKEN PIZZA TOPPING PORK ADDED (SAUSAGE MADE WITH CHICKEN PORK ADDED [MECHANICALLY SEPARATED CHICKEN, PORK, SALT, AND 2% OR LESS OF: SPICES, SUGAR, HYDROLYZED SOY AND CORN PROTEIN, MALTODEXTRIN (FROM CORN AND TAPIOCA), CARAMELIZED SUGAR, SOY FLOUR, YEAST EXTRACT, NATURAL FLAVORS], WATER, SOY PROTEIN CONCENTRATE, TEXTURED VEGETABLE PROTEIN [SOY FLOUR, CARAMEL COLOR], SODIUM PHOSPHATES), IMITATION MOZZARELLA CHEESE (WATER, PALM OIL, MODIFIED FOOD STARCH, RENNET CASEIN, CONTAINS LESS THAN 2% OF CITRIC ACID, GUAR GUM, POTASSIUM CHLORIDE, POTASSIUM SORBATE [PRESERVATIVE], SALT, SODIUM CITRATE, SODIUM PHOSPHATE, TITANIUM DIOXIDE [ARTIFICIAL COLOR]), VEGETABLE OIL, PEPPERONI SEASONED PORK, CHICKEN, AND BEEF PIZZA TOPPING (PORK, MECHANICALLY SEPARATED CHICKEN, WATER, SOY PROTEIN ISOLATE, BEEF, SALT, CONTAINS 2% OR LESS OF: PEPPERONI [PORK, MECHANICALLY SEPARATED CHICKEN, BEEF, SALT, CONTAINS 2% OR LESS OF: SPICES, DEXTROSE, PORK STOCK, LACTIC ACID STARTER CULTURE, OLEORESIN OF PAPRIKA, FLAVORING, SODIUM ASCORBATE, SODIUM NITRITE, BHA, BHT, CITRIC ACID], SPICES, DEXTROSE, OLEORESIN OF PAPRIKA, SODIUM ASCORBATE, GARLIC POWDER, NATURAL FLAVOR, MALTODEXTRIN, SODIUM NITRITE, LACTIC ACID STARTER CULTURE, BHA, BHT, CITRIC ACID), CONTAINS LESS THAN 2% OF: MODIFIED CORN STARCH, REHYDRATED FAT FREE MOZZARELLA CHEESE (WATER, SKIM MILK, CHEESE CULTURES, SALT, ENZYMES, CITRIC ACID), SUGAR, SALT, MODIFIED WHEY, DEFATTED SOY FLOUR, DRIED ONION, MODIFIED TAPIOCA STARCH, SPICE, METHYLCELLULOSE, REHYDRATED ENZYME MODIFIED CHEESE (WATER, MILK, CHEESE CULTURES, SALT, ENZYMES), DEXTROSE, MALTODEXTRIN, TBHQ (PRESERVATIVE), NATURAL FLAVOR",COMBINATION PIZZA SNACKS,"General Mills, Inc.",TOTINO'S,,Frozen Appetizers & Hors D'oeuvres
42800120144,"ENRICHED FLOUR (WHEAT FLOUR, NIACIN, FERROUS SULFATE, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), TOMATO PUREE (WATER, TOMATO PASTE), IMITATION MOZZARELLA CHEESE (WATER, VEGETABLE OIL [PALM OIL, SOYBEAN, HIGH OLEIC SOYBEAN AND/OR CANOLA OIL], MODIFIED FOOD STARCH, RENNET CASEIN, CONTAINS LESS THAN 2% OF: CITRIC ACID, GUAR GUM, POTASSIUM CHLORIDE, POTASSIUM SORBATE [PRESERVATIVE], SALT, SODIUM CITRATE, SODIUM PHOSPHATE, TITANIUM DIOXIDE [ARTIFICIAL COLOR]), WATER, VEGETABLE OIL (PALM, SOYBEAN, HIGH OLEIC SOYBEAN AND/OR CANOLA OIL), CONTAINS LESS THAN 2% OF: REHYDRATED FAT FREE MOZZARELLA CHEESE (WATER, SKIM MILK, CHEESE CULTURES, SALT, ENZYMES), SUGAR, MODIFIED FOOD STARCH, SALT, MODIFIED WHEY, DEFATTED SOY FLOUR, SPICE METHYLCELLULOSE, ONION POWDER, POTASSIUM SORBATE (PRESERVATIVE), REHYDRATED ENZYME MODIFIED CHEESE (WATER, MILK, CHEESE CULTURES, SALT, ENZYMES, CITRIC ACID), DEXTROSE, MALTODEXTRIN, TBHQ (PRESERVATIVE), NATURAL FLAVOR","CHEESE  PIZZA SNACKS, CHEESE","General Mills, Inc.",TOTINO'S,PIZZA ROLLS,Frozen Appetizers & Hors D'oeuvres
42800120168,"ENRICHED FLOUR (WHEAT FLOUR, NIACIN, FERROUS SULFATE, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), TOMATO PUREE (WATER, TOMATO PASTE), WATER, IMITATION MOZZARELLA CHEESE (WATER, VEGETABLE OIL, MODIFIED CORN STARCH, RENNET CASEIN, CONTAINS LESS THAN 2% OF CITRIC ACID, GUAR GUM, POTASSIUM CHLORIDE, POTASSIUM SORBATE [PRESERVATIVE], SALT, SODIUM CITRATE, SODIUM PHOSPHATE, TITANIUM DIOXIDE, [ARTIFICIAL COLOR]), COOKED CHICKEN PIZZA TOPPING PORK ADDED (SAUSAGE MADE WITH CHICKEN PORK ADDED [MECHANICALLY SEPARATED CHICKEN, PORK, SALT, AND 2% OR LESS OF SPICES, SUGAR, HYDROLYZED SOY AND CORN PROTEIN, MALTODEXTRIN (FROM CORN AND TAPIOCA), CARAMELIZED SUGAR SOY FLOUR, YEAST EXTRACT, NATURAL FLAVORS], WATER, SOY PROTEIN CONCENTRATE, TEXTURED VEGETABLE PROTEIN [SOY FLOUR, CARAMEL COLOR], SODIUM PHOSPHATES), COOKED CURED PORK PIZZA TOPPING (CANADIAN STYLE BACON WATER ADDED PORK, STAIN HIPS CURED WITH WATER, SUGAR, SALT, POTASSIUM DIOXIDE, SODIUM PHOSPHATE, NATURAL GROUND FLAVOR, WATER, SODIUM PHOSPHATE, SODIUM ERYTHOROBATE, SODIUM NITRATE), VEGETABLE OIL, PEPPERONI SEASONED PORK, CHICKEN, AND BEEF PIZZA TOPPING (PORK, MECHANICALLY SEPARATED CHICKEN, WATER, SOY PROTEIN CONCENTRATE, SALT, CONTAINS 2% OR LESS OF: SPICES, DEXTROSE, PORK STOCK, LACTIC ACID STARTER CULTURE, BHA, BHT, CITRIC ACID), CONTAINS LESS THAN 2% OF: MODIFIED CORN STARCH, REHYDRATED FAT FREE MOZZARELLA CHEESE (WATER, SKIM MILK, CHEESE CULTURES, SALT, ENZYMES, CITRIC ACID), SUGAR, SALT, MODIFIED WHEY, DEFATTED SOY FLOUR, DRIED ONION, SPICE, METHYLCELLULOSE, POTASSIUM SORBATE (PRESERVATIVE), REHYDRATED ENZYME MODIFIED CHEESE (WATER, MILK, CHEESE CULTURES, SALT, ENZYMES), DEXTROSE, MALTODEXTRIN, TBHQ (PRESERVATIVE), NATURAL FLAVOR",TRIPLE MEAT PIZZA SNACKS,"General Mills, Inc.",TOTINO'S,PIZZA ROLLS,Frozen Appetizers & Hors D'oeuvres
42800120199,"ENRICHED FLOUR (WHEAT FLOUR, NIACIN, FERROUS SULFATE, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), TOMATO PUREE (WATER, TOMATO PASTE), WATER, PEPPERONI SEASONED PORK, CHICKEN, AND BEEF PIZZA TOPPING (PORK, MECHANICALLY SEPARATED CHICKEN, WATER, SOY PROTEIN CONCENTRATE, SALT, CONTAINS 2% OR LESS OF: PEPPERONI, [PORK, MECHANICALLY SEPARATED CHICKEN, BEEF, SALT, CONTAINS 2% OR LESS OF: SPICES, DEXTROSE, PORK STOCK, LACTIC ACID STARTER CULTURE, OLEORESIN OF PAPRIKA, FLAVORING, SODIUM ASCORBATE, SODIUM NITRITE, BHA, BHT, CITRIC ACID], SPICES, DEXTROSE, OLEORESIN OF PAPRIKA, SODIUM ASCORBATE, GARLIC POWDER, NATURAL FLAVORS, MALTODEXTRIN, SODIUM NITRITE, LACTIC ACID STARTER CULTURE, BHA, BHT, CITRIC ACID), IMITATION MOZZARELLA CHEESE (WATER, PALM OIL, MODIFIED CORN STARCH, VEGETABLE OIL, RENNET CASEIN, SALT, SODIUM ALUMINUM PHOSPHATE, POTASSIUM CHLORIDE, CITRIC ACID, GUAR GUM, POTASSIUM SORBATE [PRESERVATIVE], SODIUM CITRATE, SODIUM PHOSPHATE, TITANIUM DIOXIDE, [ARTIFICIAL COLOR]), VEGETABLE OIL, CONTAINS LESS THAN 2% OF: MODIFIED CORN STARCH, REHYDRATED FAT FREE MOZZARELLA CHEESE (WATER, SKIM MILK, CHEESE CULTURES, SALT, ENZYMES, CITRIC ACID), SUGAR, SALT, MODIFIED WHEY, DEFATTED SOY FLOUR, DRIED ONION, SPICE, METHYLCELLULOSE, POTASSIUM SORBATE (PRESERVATIVE), REHYDRATED ENZYME MODIFIED CHEESE (WATER, MILK, CHEESE CULTURES, SALT, ENZYMES), DEXTROSE, MALTODEXTRIN, TBHQ (PRESERVATIVE), NATURAL FLAVOR","PEPPERONI PIZZA SNACKS, PEPPERONI","General Mills, Inc.",TOTINO'S,PIZZA ROLLS,Frozen Appetizers & Hors D'oeuvres
48500203101,"COLD-BREWED STARBUCKS COFFEE (WATER, COFFEE), SKIM MILK, SUGAR, CREAM, COCOA, HONEY (SUGAR, HONEY), SEA SALT","COLD BREW COCOA & HONEY FLAVORED WITH CREAM COFFEE, COCOA & HONEY","Tropicana Products, Inc.",STARBUCKS,,Other Drinks
810474001102,"ORGANIC DARK, CHOCOLATE( CACAO BEANS**, CANE SUGAR*, CACAO BUTTER**, NON-GMO SOY LECITHIN*), BLUEBERRIES*, CANE SUGAR*,LAVENDER OIL*, MILK*.","DAGOBA, LAVENDER BLUEBERRY, CHOCOLATE, CHOCOLATE",The Hershey Company,DAGOBA,,Chocolate
762111019233,"SUGAR, DAIRY POWDER, INSTANT AND MICROGROUND COFFEE, NATURAL FLAVORS, SALT.","SPECIALTY COFFEE BEVERAGE, WHITE CHOCOLATE MOCHA",Starbucks Coffee Company,STARBUCKS,VIA INSTANT,Powdered Drinks
762111975829,"DAIRY POWDER, SUGAR, COCOA, COCOA PROCESSED WITH ALKALI, INSTANT AND MICROGROUND COFFEE, SALT, NATURAL FLAVORS.","CAFFE MOCHA, LATTE",Starbucks Coffee Company,STARBUCKS,,Powdered Drinks
788434102711,"PROTEIN BLEND (MILK PROTEIN ISOLATE, WHEY PROTEIN ISOLATE), SOLUBLE VEGETABLE FIBER, ISOMALTO-OLIGOSACCHARIDES (VEGETABLE SOURCE), VEGETABLE GLYCERIN, MALTITOL, PALM KERNEL OIL, WHEY PROTEIN CONCENTRATE, ALMOND BUTTER, VEGETABLE OIL (PALM OR COCOA BUTTER), NATURAL FLAVORS, SOY LECITHIN (AN EMULSIFIER), SEA SALT, NONFAT DRY MILK, TAPIOCA STARCH, COCOA POWDER (PROCESSED WITH ALKALI), DISTILLED MONOGLYCERIDES, CAFFEINE (FROM GREEN COFFEE BEANS) AND SUCRALOSE.","VANILLA LATTE COFFEE SHOP PROTEIN BARS, VANILLA LATTE",The Hershey Company,ONE,,"Snack, Energy & Granola Bars"
732153124684,"PORK SKINS, PORK FAT, GUM ARABIC, DRIED VINEGAR, SEA SALT, CITRIC ACID, SALT.","SEA SALT + VINEGAR PORK RINDS, SEA SALT + VINEGAR","General Mills, Inc.",EPIC,,Other Snacks
732153024915,"FRIED PORK SKINS, SALT, MAPLE SUGAR, COCONUT SUGAR, SEA SALT","MAPLE BACON SEASONING PORK CRACKLINGS, MAPLE BACON SEASONING","General Mills, Inc.",EPIC,,Other Snacks
34000952724,"TWIZZERS TWISTS CANDY - CORN SYRUP, ENRICHED WHEAT FLOUR (FLOUR, NIACIN, FERROUS SULFATE, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), SUGAR, CONTAINS 2% OR LESS OF: PALM OIL, SALT, GLYCERYL MONOSTEARATE, ARTIFICIAL FLAVOR, CORNSTARCH, GLYCERIN, POTASSIUM CARBONATE, ARTIFICIAL COLOR (RED 40), SODIUM CARBONATE,TWIZZERS PULL 'N' PEEL CANDY - CORN SYRUP, ENRICHED WHEAT FLOUR (FLOUR, NIACIN, FERROUS SULFATE, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), SUGAR, CONTAINS 2% OR LESS OF: PALM OIL, GLYCERYL MONOSTEARATE, SALT, CORNSTARCH, GLYCERIN, NATURAL & ARTIFICIAL FLAVOR, CITRIC ACID, ARTIFICIAL COLOR (RED 40),HARIBO GOLDBEARS - GLUCOSE SYRUP (FROM WHEAT OR CORN), SUGAR, GELATIN, DEXTROSE (FROM WHEAT OR CORN), CONTAINS LESS THAN 2% OF: CITRIC ACID, ARTIFICIAL AND NATURAL FLAVORS, SUNFLOWER OIL, WHITE BEESWAX, YELLOW BEESWAX, YELLOW 5, RED 40, BLUE 1,JOLLY RANCHER LOLLIPOP - SUGAR, CORN SYRUP, MALIC ACID, CONTAINS 2% OR LESS OF: NATURAL & ARTIFICIAL FLAVOR, SODIUM LACTATE, ARTIFICIAL COLOR (RED 40, YELLOW 5, BLUE 1, YELLOW 6), MINERAL OIL, LECITHIN (SOY),JOLLY RANCHER GUMMIES - SUGAR, CORN SYRUP, MODIFIED CORNSTARCH, CONTAINS 2% OR LESS OF: MALIC ACID, NATURAL & ARTIFICIAL FLAVOR, SODIUM CITRATE, MINERAL OIL, CARNAUBA WAX, LIMONENE, ARTIFICIAL COLOR (RED 40, YELLOW 5, BLUE 1, YELLOW 6),JOLLY RANCHER HARD CANDY - SUGAR, CORN SYRUP, MALIC ACID, CONTAINS 2% OR LESS OF: SODIUM LACTATE, NATURAL & ARTIFICIAL FLAVOR, ARTIFICIAL COLOR (RED 40, YELLOW 5, BLUE 1, YELLOW 6), MINERAL OIL, LECITHIN (SOY)","ASSORTMENT CANDY, TWIZZERS PULL 'N' PEEL: CHERRY; TWIZZERS TWISTS CANDY: STRAWBERRY",The Hershey Company,HERSHEY,,Candy
34000952748,"HERSHEY'S MILK CHOCOLATE - MILK CHOCOLATE (SUGAR, CHOCOLATE, MILK, COCOA BUTTER, SKIM MILK, MILK FAT, LECITHIN (SOY), PGPR, NATURAL FLAVOR),HARIBO GOLDBEARS - GLUCOSE SYRUP (FROM WHEAT OR CORN), SUGAR, GELATIN, DEXTROSE (FROM WHEAT OR CORN), CONTAINS LESS THAN 2% OF: CITRIC ACID, ARTIFICIAL AND NATURAL FLAVORS, SUNFLOWER OIL, WHITE BEESWAX, YELLOW BEESWAX, YELLOW 5, RED 40, BLUE 1,REESE'S PIECES CANDY - SUGAR, PARTIALLY DEFATTED PEANUTS, HYDROGENATED VEGETABLE OIL (PALM KERNEL OIL, SOYBEAN OIL), CORN SYRUP SOLIDS, DEXTROSE, CONTAINS 2% OR LESS OF: PALM KERNEL OIL, CORN SYRUP, SALT, ARTIFICIAL COLOR (INCLUDING YELLOW 5 LAKE, YELLOW 6 LAKE, RED 40 LAKE, BLUE 1 LAKE), MODIFIED CORNSTARCH, CONFECTIONER'S GLAZE, LECITHIN (SOY), VANILLIN (ARTIFICIAL FLAVOR), CARNAUBA WAX, MILK,KIT KAT WAFER BAR - SUGAR, WHEAT FLOUR, COCOA BUTTER, CHOCOLATE, LACTOSE (MILK), VEGETABLE OIL (PALM OIL, PALM KERNEL OIL), SKIM MILK, MILK FAT, CONTAINS 2% OR LESS OF: LECITHIN (SOY), PGPR, VANILLIN (ARTIFICIAL FLAVOR), SALT, YEAST, BAKING SODA,TWIZZLERS TWISTS STRAWBERRY CANDY - CORN SYRUP, ENRICHED WHEAT FLOUR (FLOUR, NIACIN, FERROUS SULFATE, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), SUGAR, CONTAINS 2% OR LESS OF: PALM OIL, SALT, GLYCERYL, MONOSTEARATE, ARTIFICIAL FLAVOR, CORNSTARCH, GLYCERIN, POTASSIUM CARBONATE, ARTIFICIAL COLOR (RED 40), SODIUM CARBONATE,REESES PEANUT BUTTER CUPS - MILK CHOCOLATE (SUGAR, COCOA BUTTER, CHOCOLATE, SKIM MILK, MILK FAT, LACTOSE, LECITHIN (SOY), PGPR), PEANUTS, SUGAR, DEXTROSE, SALT, TBHQ & CITRIC ACID (TO MAINTAIN FRESHNESS)","SNACK SIZE CANDY ASSORTMENT, STRAWBERRY",The Hershey Company,HERSHEY,,Candy
